country,item,year,total_population_both_sexes
72,2501,1987,487.0
72,2501,1988,524.0
72,2501,1989,560.0
72,2501,1990,590.0
72,2501,1991,613.0
72,2501,1992,629.0
72,2501,1993,642.0
72,2501,1994,653.0
72,2501,1995,664.0
72,2501,1996,676.0
72,2501,1997,688.0
72,2501,1998,700.0
72,2501,1999,712.0
72,2501,2000,723.0
72,2501,2001,734.0
72,2501,2002,744.0
72,2501,2003,755.0
72,2501,2004,766.0
72,2501,2005,777.0
72,2501,2006,788.0
72,2501,2007,799.0
72,2501,2008,810.0
72,2501,2009,822.0
72,2501,2010,834.0
72,2501,2011,847.0
55,2501,1961,61.0
55,2501,1962,62.0
55,2501,1963,63.0
55,2501,1964,64.0
55,2501,1965,65.0
55,2501,1966,66.0
55,2501,1967,68.0
55,2501,1968,69.0
55,2501,1969,70.0
55,2501,1970,71.0
55,2501,1971,72.0
55,2501,1972,72.0
55,2501,1973,72.0
55,2501,1974,72.0
55,2501,1975,72.0
55,2501,1976,73.0
55,2501,1977,73.0
55,2501,1978,74.0
55,2501,1979,75.0
55,2501,1980,75.0
55,2501,1981,75.0
55,2501,1982,75.0
55,2501,1983,75.0
55,2501,1984,74.0
55,2501,1985,74.0
55,2501,1986,73.0
55,2501,1987,72.0
55,2501,1988,72.0
55,2501,1989,71.0
55,2501,1990,71.0
55,2501,1991,71.0
55,2501,1992,71.0
55,2501,1993,71.0
55,2501,1994,71.0
55,2501,1995,71.0
55,2501,1996,71.0
55,2501,1997,71.0
55,2501,1998,70.0
55,2501,1999,70.0
55,2501,2000,70.0
55,2501,2001,70.0
55,2501,2002,70.0
55,2501,2003,70.0
55,2501,2004,70.0
55,2501,2005,71.0
55,2501,2006,71.0
55,2501,2007,71.0
55,2501,2008,71.0
55,2501,2009,71.0
55,2501,2010,71.0
55,2501,2011,71.0
56,2501,1961,3425.0
56,2501,1962,3540.0
56,2501,1963,3658.0
56,2501,1964,3778.0
56,2501,1965,3900.0
56,2501,1966,4022.0
56,2501,1967,4146.0
56,2501,1968,4271.0
56,2501,1969,4397.0
56,2501,1970,4524.0
56,2501,1971,4652.0
56,2501,1972,4780.0
56,2501,1973,4909.0
56,2501,1974,5039.0
56,2501,1975,5169.0
56,2501,1976,5299.0
56,2501,1977,5429.0
56,2501,1978,5559.0
56,2501,1979,5692.0
56,2501,1980,5826.0
56,2501,1981,5962.0
56,2501,1982,6100.0
56,2501,1983,6240.0
56,2501,1984,6382.0
56,2501,1985,6524.0
56,2501,1986,6666.0
56,2501,1987,6810.0
56,2501,1988,6954.0
56,2501,1989,7099.0
56,2501,1990,7245.0
56,2501,1991,7392.0
56,2501,1992,7540.0
56,2501,1993,7688.0
56,2501,1994,7834.0
56,2501,1995,7978.0
56,2501,1996,8119.0
56,2501,1997,8256.0
56,2501,1998,8393.0
56,2501,1999,8528.0
56,2501,2000,8663.0
56,2501,2001,8799.0
56,2501,2002,8935.0
56,2501,2003,9071.0
56,2501,2004,9207.0
56,2501,2005,9343.0
56,2501,2006,9479.0
56,2501,2007,9615.0
56,2501,2008,9750.0
56,2501,2009,9884.0
56,2501,2010,10017.0
56,2501,2011,10148.0
56,2501,2012,10277.0
56,2501,2013,10404.0
58,2501,1961,4645.0
58,2501,1962,4780.0
58,2501,1963,4919.0
58,2501,1964,5064.0
58,2501,1965,5213.0
58,2501,1966,5367.0
58,2501,1967,5525.0
58,2501,1968,5688.0
58,2501,1969,5854.0
58,2501,1970,6025.0
58,2501,1971,6199.0
58,2501,1972,6376.0
58,2501,1973,6557.0
58,2501,1974,6741.0
58,2501,1975,6929.0
58,2501,1976,7119.0
58,2501,1977,7313.0
58,2501,1978,7509.0
58,2501,1979,7708.0
58,2501,1980,7909.0
58,2501,1981,8113.0
58,2501,1982,8319.0
58,2501,1983,8529.0
58,2501,1984,8743.0
58,2501,1985,8962.0
58,2501,1986,9187.0
58,2501,1987,9417.0
58,2501,1988,9651.0
58,2501,1989,9887.0
58,2501,1990,10124.0
58,2501,1991,10361.0
58,2501,1992,10598.0
58,2501,1993,10836.0
58,2501,1994,11075.0
58,2501,1995,11316.0
58,2501,1996,11557.0
58,2501,1997,11799.0
58,2501,1998,12042.0
58,2501,1999,12287.0
58,2501,2000,12533.0
58,2501,2001,12781.0
58,2501,2002,13030.0
58,2501,2003,13280.0
58,2501,2004,13529.0
58,2501,2005,13777.0
58,2501,2006,14024.0
58,2501,2007,14268.0
58,2501,2008,14512.0
58,2501,2009,14756.0
58,2501,2010,15001.0
58,2501,2011,15246.0
59,2501,1961,28786.0
59,2501,1962,29591.0
59,2501,1963,30410.0
59,2501,1964,31242.0
59,2501,1965,32084.0
59,2501,1966,32937.0
59,2501,1967,33799.0
59,2501,1968,34660.0
59,2501,1969,35511.0
59,2501,1970,36342.0
59,2501,1971,37152.0
59,2501,1972,37945.0
59,2501,1973,38734.0
59,2501,1974,39534.0
59,2501,1975,40359.0
59,2501,1976,41213.0
59,2501,1977,42094.0
59,2501,1978,43006.0
59,2501,1979,43951.0
59,2501,1980,44932.0
59,2501,1981,45946.0
59,2501,1982,46991.0
59,2501,1983,48072.0
59,2501,1984,49190.0
59,2501,1985,50347.0
59,2501,1986,51545.0
59,2501,1987,52777.0
59,2501,1988,54011.0
59,2501,1989,55207.0
59,2501,1990,56337.0
59,2501,1991,57388.0
59,2501,1992,58371.0
59,2501,1993,59308.0
59,2501,1994,60232.0
59,2501,1995,61168.0
59,2501,1996,62124.0
59,2501,1997,63094.0
59,2501,1998,64084.0
59,2501,1999,65098.0
59,2501,2000,66137.0
59,2501,2001,67204.0
59,2501,2002,68303.0
59,2501,2003,69432.0
59,2501,2004,70591.0
59,2501,2005,71778.0
59,2501,2006,72991.0
59,2501,2007,74230.0
59,2501,2008,75492.0
59,2501,2009,76775.0
59,2501,2010,78076.0
59,2501,2011,79392.0
60,2501,1961,2859.0
60,2501,1962,2951.0
60,2501,1963,3047.0
60,2501,1964,3145.0
60,2501,1965,3244.0
60,2501,1966,3342.0
60,2501,1967,3440.0
60,2501,1968,3537.0
60,2501,1969,3636.0
60,2501,1970,3736.0
60,2501,1971,3836.0
60,2501,1972,3938.0
60,2501,1973,4038.0
60,2501,1974,4137.0
60,2501,1975,4232.0
60,2501,1976,4325.0
60,2501,1977,4414.0
60,2501,1978,4500.0
60,2501,1979,4582.0
60,2501,1980,4661.0
60,2501,1981,4734.0
60,2501,1982,4805.0
60,2501,1983,4872.0
60,2501,1984,4938.0
60,2501,1985,5004.0
60,2501,1986,5069.0
60,2501,1987,5134.0
60,2501,1988,5200.0
60,2501,1989,5269.0
60,2501,1990,5344.0
60,2501,1991,5425.0
60,2501,1992,5511.0
60,2501,1993,5597.0
60,2501,1994,5678.0
60,2501,1995,5748.0
60,2501,1996,5807.0
60,2501,1997,5855.0
60,2501,1998,5895.0
60,2501,1999,5929.0
60,2501,2000,5959.0
60,2501,2001,5985.0
60,2501,2002,6008.0
60,2501,2003,6029.0
60,2501,2004,6050.0
60,2501,2005,6073.0
60,2501,2006,6097.0
60,2501,2007,6123.0
60,2501,2008,6152.0
60,2501,2009,6183.0
60,2501,2010,6218.0
60,2501,2011,6256.0
63,2501,1992,1523.0
63,2501,1993,1491.0
63,2501,1994,1460.0
63,2501,1995,1433.0
63,2501,1996,1413.0
63,2501,1997,1397.0
63,2501,1998,1386.0
63,2501,1999,1376.0
63,2501,2000,1366.0
63,2501,2001,1357.0
63,2501,2002,1348.0
63,2501,2003,1339.0
63,2501,2004,1332.0
63,2501,2005,1325.0
63,2501,2006,1319.0
63,2501,2007,1313.0
63,2501,2008,1308.0
63,2501,2009,1303.0
63,2501,2010,1299.0
63,2501,2011,1294.0
238,2501,1993,53358.0
238,2501,1994,55200.0
238,2501,1995,57024.0
238,2501,1996,58815.0
238,2501,1997,60584.0
238,2501,1998,62354.0
238,2501,1999,64159.0
238,2501,2000,66024.0
238,2501,2001,67957.0
238,2501,2002,69948.0
238,2501,2003,71990.0
238,2501,2004,74066.0
238,2501,2005,76167.0
238,2501,2006,78291.0
238,2501,2007,80441.0
238,2501,2008,82621.0
238,2501,2009,84838.0
238,2501,2010,87095.0
238,2501,2011,89393.0
238,2501,2012,91729.0
238,2501,2013,94101.0
62,2501,1961,24975.68
62,2501,1962,25617.28
62,2501,1963,26288.28
62,2501,1964,26985.43
62,2501,1965,27706.34
62,2501,1966,28445.29
62,2501,1967,29202.03
62,2501,1968,29985.62
62,2501,1969,30808.88
62,2501,1970,31677.85
62,2501,1971,32608.35
62,2501,1972,33590.46
62,2501,1973,34574.48
62,2501,1974,35492.82
62,2501,1975,36303.17
62,2501,1976,36980.51
62,2501,1977,37556.24
62,2501,1978,38113.74
62,2501,1979,38769.41
62,2501,1980,39606.72
62,2501,1981,40656.11
62,2501,1982,41892.59
62,2501,1983,43276.2
62,2501,1984,44742.57
62,2501,1985,46243.84
62,2501,1986,47769.14
62,2501,1987,49331.82
62,2501,1988,50936.06
62,2501,1989,52592.19
62,2501,1990,54306.22
62,2501,1991,56077.78
62,2501,1992,57897.63
66,2501,1961,407.0
66,2501,1962,422.0
66,2501,1963,436.0
66,2501,1964,450.0
66,2501,1965,464.0
66,2501,1966,476.0
66,2501,1967,488.0
66,2501,1968,499.0
66,2501,1969,510.0
66,2501,1970,521.0
66,2501,1971,532.0
66,2501,1972,543.0
66,2501,1973,554.0
66,2501,1974,565.0
66,2501,1975,577.0
66,2501,1976,588.0
66,2501,1977,598.0
66,2501,1978,609.0
66,2501,1979,622.0
66,2501,1980,635.0
66,2501,1981,651.0
66,2501,1982,668.0
66,2501,1983,685.0
66,2501,1984,700.0
66,2501,1985,712.0
66,2501,1986,718.0
66,2501,1987,722.0
66,2501,1988,723.0
66,2501,1989,724.0
66,2501,1990,728.0
66,2501,1991,735.0
66,2501,1992,744.0
66,2501,1993,755.0
66,2501,1994,766.0
66,2501,1995,776.0
66,2501,1996,785.0
66,2501,1997,793.0
66,2501,1998,801.0
66,2501,1999,807.0
66,2501,2000,812.0
66,2501,2001,815.0
66,2501,2002,816.0
66,2501,2003,817.0
66,2501,2004,819.0
66,2501,2005,822.0
66,2501,2006,828.0
66,2501,2007,835.0
66,2501,2008,844.0
66,2501,2009,852.0
66,2501,2010,861.0
66,2501,2011,868.0
67,2501,1961,4463.0
67,2501,1962,4495.0
67,2501,1963,4523.0
67,2501,1964,4546.0
67,2501,1965,4565.0
67,2501,1966,4577.0
67,2501,1967,4584.0
67,2501,1968,4589.0
67,2501,1969,4596.0
67,2501,1970,4607.0
67,2501,1971,4623.0
67,2501,1972,4645.0
67,2501,1973,4669.0
67,2501,1974,4692.0
67,2501,1975,4711.0
67,2501,1976,4727.0
67,2501,1977,4739.0
67,2501,1978,4750.0
67,2501,1979,4763.0
67,2501,1980,4779.0
67,2501,1981,4801.0
67,2501,1982,4826.0
67,2501,1983,4853.0
67,2501,1984,4879.0
67,2501,1985,4902.0
67,2501,1986,4921.0
67,2501,1987,4937.0
67,2501,1988,4952.0
67,2501,1989,4968.0
67,2501,1990,4987.0
67,2501,1991,5009.0
67,2501,1992,5035.0
67,2501,1993,5061.0
67,2501,1994,5086.0
67,2501,1995,5108.0
67,2501,1996,5126.0
67,2501,1997,5141.0
67,2501,1998,5153.0
67,2501,1999,5165.0
67,2501,2000,5176.0
67,2501,2001,5188.0
67,2501,2002,5200.0
67,2501,2003,5213.0
67,2501,2004,5228.0
67,2501,2005,5246.0
67,2501,2006,5268.0
67,2501,2007,5292.0
67,2501,2008,5318.0
67,2501,2009,5344.0
67,2501,2010,5368.0
67,2501,2011,5389.0
68,2501,1961,46320.0
68,2501,1962,46992.0
68,2501,1963,47674.0
68,2501,1964,48314.0
68,2501,1965,48874.0
68,2501,1966,49333.0
68,2501,1967,49705.0
68,2501,1968,50025.0
68,2501,1969,50346.0
68,2501,1970,50704.0
68,2501,1971,51113.0
68,2501,1972,51558.0
68,2501,1973,52011.0
68,2501,1974,52431.0
68,2501,1975,52791.0
68,2501,1976,53080.0
68,2501,1977,53312.0
68,2501,1978,53512.0
68,2501,1979,53713.0
68,2501,1980,53941.0
68,2501,1981,54203.0
68,2501,1982,54491.0
68,2501,1983,54798.0
68,2501,1984,55109.0
68,2501,1985,55414.0
68,2501,1986,55714.0
68,2501,1987,56011.0
68,2501,1988,56301.0
68,2501,1989,56580.0
68,2501,1990,56846.0
68,2501,1991,57098.0
68,2501,1992,57339.0
68,2501,1993,57570.0
68,2501,1994,57792.0
68,2501,1995,58009.0
68,2501,1996,58216.0
68,2501,1997,58418.0
68,2501,1998,58636.0
68,2501,1999,58895.0
68,2501,2000,59213.0
68,2501,2001,59601.0
68,2501,2002,60048.0
68,2501,2003,60528.0
68,2501,2004,61003.0
68,2501,2005,61445.0
68,2501,2006,61845.0
68,2501,2007,62211.0
68,2501,2008,62553.0
68,2501,2009,62888.0
68,2501,2010,63231.0
68,2501,2011,63582.0
70,2501,1961,81.0
70,2501,1962,84.0
70,2501,1963,87.0
70,2501,1964,90.0
70,2501,1965,93.0
70,2501,1966,97.0
70,2501,1967,100.0
70,2501,1968,103.0
70,2501,1969,107.0
70,2501,1970,110.0
70,2501,1971,114.0
70,2501,1972,118.0
70,2501,1973,122.0
70,2501,1974,126.0
70,2501,1975,131.0
70,2501,1976,135.0
70,2501,1977,139.0
70,2501,1978,143.0
70,2501,1979,147.0
70,2501,1980,152.0
70,2501,1981,156.0
70,2501,1982,161.0
70,2501,1983,166.0
70,2501,1984,170.0
70,2501,1985,175.0
70,2501,1986,180.0
70,2501,1987,185.0
70,2501,1988,190.0
70,2501,1989,194.0
70,2501,1990,198.0
70,2501,1991,202.0
70,2501,1992,205.0
70,2501,1993,208.0
70,2501,1994,212.0
70,2501,1995,215.0
70,2501,1996,219.0
70,2501,1997,224.0
70,2501,1998,228.0
70,2501,1999,233.0
70,2501,2000,237.0
70,2501,2001,241.0
70,2501,2002,245.0
70,2501,2003,249.0
70,2501,2004,252.0
70,2501,2005,255.0
70,2501,2006,258.0
70,2501,2007,260.0
70,2501,2008,263.0
70,2501,2009,265.0
70,2501,2010,268.0
70,2501,2011,271.0
74,2501,1961,504.0
74,2501,1962,509.0
74,2501,1963,516.0
74,2501,1964,523.0
74,2501,1965,532.0
74,2501,1966,542.0
74,2501,1967,553.0
74,2501,1968,565.0
74,2501,1969,577.0
74,2501,1970,589.0
74,2501,1971,601.0
74,2501,1972,612.0
74,2501,1973,623.0
74,2501,1974,635.0
74,2501,1975,648.0
74,2501,1976,662.0
74,2501,1977,677.0
74,2501,1978,693.0
74,2501,1979,709.0
74,2501,1980,726.0
74,2501,1981,745.0
74,2501,1982,764.0
74,2501,1983,784.0
74,2501,1984,804.0
74,2501,1985,826.0
74,2501,1986,849.0
74,2501,1987,872.0
74,2501,1988,896.0
74,2501,1989,921.0
74,2501,1990,947.0
74,2501,1991,973.0
74,2501,1992,999.0
74,2501,1993,1026.0
74,2501,1994,1053.0
74,2501,1995,1080.0
74,2501,1996,1109.0
74,2501,1997,1137.0
74,2501,1998,1167.0
74,2501,1999,1196.0
74,2501,2000,1226.0
74,2501,2001,1255.0
74,2501,2002,1285.0
74,2501,2003,1316.0
74,2501,2004,1347.0
74,2501,2005,1379.0
74,2501,2006,1413.0
74,2501,2007,1447.0
74,2501,2008,1483.0
74,2501,2009,1519.0
74,2501,2010,1556.0
74,2501,2011,1594.0
75,2501,1961,377.0
75,2501,1962,384.0
75,2501,1963,389.0
75,2501,1964,395.0
75,2501,1965,401.0
75,2501,1966,408.0
75,2501,1967,416.0
75,2501,1968,426.0
75,2501,1969,436.0
75,2501,1970,447.0
75,2501,1971,460.0
75,2501,1972,475.0
75,2501,1973,490.0
75,2501,1974,506.0
75,2501,1975,521.0
75,2501,1976,536.0
75,2501,1977,552.0
75,2501,1978,568.0
75,2501,1979,585.0
75,2501,1980,604.0
75,2501,1981,625.0
75,2501,1982,648.0
75,2501,1983,673.0
75,2501,1984,701.0
75,2501,1985,732.0
75,2501,1986,767.0
75,2501,1987,804.0
75,2501,1988,843.0
75,2501,1989,881.0
75,2501,1990,917.0
75,2501,1991,949.0
75,2501,1992,980.0
75,2501,1993,1008.0
75,2501,1994,1037.0
75,2501,1995,1066.0
75,2501,1996,1096.0
75,2501,1997,1127.0
75,2501,1998,1159.0
75,2501,1999,1193.0
75,2501,2000,1229.0
75,2501,2001,1267.0
75,2501,2002,1307.0
75,2501,2003,1349.0
75,2501,2004,1392.0
75,2501,2005,1437.0
75,2501,2006,1482.0
75,2501,2007,1529.0
75,2501,2008,1578.0
75,2501,2009,1628.0
75,2501,2010,1681.0
75,2501,2011,1735.0
73,2501,1992,5346.0
73,2501,1993,5253.0
73,2501,1994,5156.0
73,2501,1995,5067.0
73,2501,1996,4990.0
73,2501,1997,4922.0
73,2501,1998,4862.0
73,2501,1999,4803.0
73,2501,2000,4744.0
73,2501,2001,4682.0
73,2501,2002,4622.0
73,2501,2003,4565.0
73,2501,2004,4515.0
73,2501,2005,4475.0
73,2501,2006,4446.0
73,2501,2007,4426.0
73,2501,2008,4413.0
73,2501,2009,4401.0
73,2501,2010,4389.0
73,2501,2011,4374.0
79,2501,1961,73900.0
79,2501,1962,74552.0
79,2501,1963,75257.0
79,2501,1964,75971.0
79,2501,1965,76655.0
79,2501,1966,77301.0
79,2501,1967,77910.0
79,2501,1968,78458.0
79,2501,1969,78923.0
79,2501,1970,79287.0
79,2501,1971,79543.0
79,2501,1972,79693.0
79,2501,1973,79757.0
79,2501,1974,79758.0
79,2501,1975,79719.0
79,2501,1976,79648.0
79,2501,1977,79550.0
79,2501,1978,79431.0
79,2501,1979,79301.0
79,2501,1980,79169.0
79,2501,1981,79039.0
79,2501,1982,78922.0
79,2501,1983,78841.0
79,2501,1984,78826.0
79,2501,1985,78896.0
79,2501,1986,79056.0
79,2501,1987,79299.0
79,2501,1988,79622.0
79,2501,1989,80022.0
79,2501,1990,80487.0
79,2501,1991,81026.0
79,2501,1992,81625.0
79,2501,1993,82225.0
79,2501,1994,82750.0
79,2501,1995,83148.0
79,2501,1996,83389.0
79,2501,1997,83491.0
79,2501,1998,83501.0
79,2501,1999,83491.0
79,2501,2000,83512.0
79,2501,2001,83583.0
79,2501,2002,83685.0
79,2501,2003,83788.0
79,2501,2004,83849.0
79,2501,2005,83836.0
79,2501,2006,83740.0
79,2501,2007,83579.0
79,2501,2008,83380.0
79,2501,2009,83183.0
79,2501,2010,83017.0
79,2501,2011,82893.0
81,2501,1961,6867.0
81,2501,1962,7086.0
81,2501,1963,7304.0
81,2501,1964,7514.0
81,2501,1965,7711.0
81,2501,1966,7891.0
81,2501,1967,8058.0
81,2501,1968,8221.0
81,2501,1969,8398.0
81,2501,1970,8597.0
81,2501,1971,8827.0
81,2501,1972,9084.0
81,2501,1973,9350.0
81,2501,1974,9604.0
81,2501,1975,9832.0
81,2501,1976,10024.0
81,2501,1977,10190.0
81,2501,1978,10355.0
81,2501,1979,10551.0
81,2501,1980,10802.0
81,2501,1981,11118.0
81,2501,1982,11489.0
81,2501,1983,11896.0
81,2501,1984,12312.0
81,2501,1985,12717.0
81,2501,1986,13105.0
81,2501,1987,13481.0
81,2501,1988,13853.0
81,2501,1989,14233.0
81,2501,1990,14629.0
81,2501,1991,15043.0
81,2501,1992,15472.0
81,2501,1993,15907.0
81,2501,1994,16339.0
81,2501,1995,16761.0
81,2501,1996,17169.0
81,2501,1997,17568.0
81,2501,1998,17969.0
81,2501,1999,18384.0
81,2501,2000,18825.0
81,2501,2001,19293.0
81,2501,2002,19786.0
81,2501,2003,20302.0
81,2501,2004,20836.0
81,2501,2005,21384.0
81,2501,2006,21948.0
81,2501,2007,22526.0
81,2501,2008,23110.0
81,2501,2009,23692.0
81,2501,2010,24263.0
81,2501,2011,24821.0
84,2501,1961,8386.0
84,2501,1962,8431.0
84,2501,1963,8471.0
84,2501,1964,8510.0
84,2501,1965,8551.0
84,2501,1966,8597.0
84,2501,1967,8646.0
84,2501,1968,8697.0
84,2501,1969,8747.0
84,2501,1970,8793.0
84,2501,1971,8834.0
84,2501,1972,8871.0
84,2501,1973,8912.0
84,2501,1974,8969.0
84,2501,1975,9047.0
84,2501,1976,9150.0
84,2501,1977,9274.0
84,2501,1978,9408.0
84,2501,1979,9535.0
84,2501,1980,9643.0
84,2501,1981,9728.0
84,2501,1982,9795.0
84,2501,1983,9848.0
84,2501,1984,9893.0
84,2501,1985,9934.0
84,2501,1986,9973.0
84,2501,1987,10007.0
84,2501,1988,10045.0
84,2501,1989,10094.0
84,2501,1990,10161.0
84,2501,1991,10247.0
84,2501,1992,10350.0
84,2501,1993,10462.0
84,2501,1994,10572.0
84,2501,1995,10672.0
84,2501,1996,10758.0
84,2501,1997,10834.0
84,2501,1998,10897.0
84,2501,1999,10948.0
84,2501,2000,10987.0
84,2501,2001,11013.0
84,2501,2002,11026.0
84,2501,2003,11032.0
84,2501,2004,11035.0
84,2501,2005,11042.0
84,2501,2006,11053.0
84,2501,2007,11067.0
84,2501,2008,11083.0
84,2501,2009,11098.0
84,2501,2010,11110.0
84,2501,2011,11119.0
86,2501,1961,91.0
86,2501,1962,92.0
86,2501,1963,93.0
86,2501,1964,94.0
86,2501,1965,95.0
86,2501,1966,95.0
86,2501,1967,95.0
86,2501,1968,95.0
86,2501,1969,95.0
86,2501,1970,94.0
86,2501,1971,94.0
86,2501,1972,94.0
86,2501,1973,94.0
86,2501,1974,93.0
86,2501,1975,92.0
86,2501,1976,91.0
86,2501,1977,90.0
86,2501,1978,89.0
86,2501,1979,89.0
86,2501,1980,89.0
86,2501,1981,91.0
86,2501,1982,93.0
86,2501,1983,96.0
86,2501,1984,98.0
86,2501,1985,100.0
86,2501,1986,100.0
86,2501,1987,99.0
86,2501,1988,98.0
86,2501,1989,97.0
86,2501,1990,96.0
86,2501,1991,96.0
86,2501,1992,97.0
86,2501,1993,98.0
86,2501,1994,99.0
86,2501,1995,100.0
86,2501,1996,101.0
86,2501,1997,101.0
86,2501,1998,101.0
86,2501,1999,101.0
86,2501,2000,102.0
86,2501,2001,102.0
86,2501,2002,102.0
86,2501,2003,102.0
86,2501,2004,103.0
86,2501,2005,103.0
86,2501,2006,103.0
86,2501,2007,104.0
86,2501,2008,104.0
86,2501,2009,104.0
86,2501,2010,105.0
86,2501,2011,105.0
89,2501,1961,4253.0
89,2501,1962,4369.0
89,2501,1963,4488.0
89,2501,1964,4610.0
89,2501,1965,4736.0
89,2501,1966,4864.0
89,2501,1967,4996.0
89,2501,1968,5132.0
89,2501,1969,5271.0
89,2501,1970,5416.0
89,2501,1971,5565.0
89,2501,1972,5719.0
89,2501,1973,5877.0
89,2501,1974,6036.0
89,2501,1975,6194.0
89,2501,1976,6352.0
89,2501,1977,6510.0
89,2501,1978,6669.0
89,2501,1979,6832.0
89,2501,1980,7001.0
89,2501,1981,7177.0
89,2501,1982,7358.0
89,2501,1983,7543.0
89,2501,1984,7731.0
89,2501,1985,7920.0
89,2501,1986,8109.0
89,2501,1987,8299.0
89,2501,1988,8492.0
89,2501,1989,8688.0
89,2501,1990,8890.0
89,2501,1991,9099.0
89,2501,1992,9313.0
89,2501,1993,9533.0
89,2501,1994,9756.0
89,2501,1995,9984.0
89,2501,1996,10215.0
89,2501,1997,10450.0
89,2501,1998,10691.0
89,2501,1999,10942.0
89,2501,2000,11204.0
89,2501,2001,11479.0
89,2501,2002,11766.0
89,2501,2003,12063.0
89,2501,2004,12368.0
89,2501,2005,12679.0
89,2501,2006,12995.0
89,2501,2007,13318.0
89,2501,2008,13648.0
89,2501,2009,13989.0
89,2501,2010,14342.0
89,2501,2011,14707.0
89,2501,2012,15083.0
89,2501,2013,15468.0
90,2501,1961,3633.0
90,2501,1962,3690.0
90,2501,1963,3748.0
90,2501,1964,3810.0
90,2501,1965,3875.0
90,2501,1966,3945.0
90,2501,1967,4018.0
90,2501,1968,4090.0
90,2501,1969,4155.0
90,2501,1970,4209.0
90,2501,1971,4252.0
90,2501,1972,4286.0
90,2501,1973,4311.0
90,2501,1974,4332.0
90,2501,1975,4350.0
90,2501,1976,4367.0
90,2501,1977,4383.0
90,2501,1978,4405.0
90,2501,1979,4441.0
90,2501,1980,4495.0
90,2501,1981,4573.0
90,2501,1982,4674.0
90,2501,1983,4793.0
90,2501,1984,4926.0
90,2501,1985,5067.0
90,2501,1986,5212.0
90,2501,1987,5363.0
90,2501,1988,5536.0
90,2501,1989,5751.0
90,2501,1990,6020.0
90,2501,1991,6352.0
90,2501,1992,6734.0
90,2501,1993,7136.0
90,2501,1994,7514.0
90,2501,1995,7837.0
90,2501,1996,8095.0
90,2501,1997,8296.0
90,2501,1998,8457.0
90,2501,1999,8601.0
90,2501,2000,8746.0
90,2501,2001,8895.0
90,2501,2002,9046.0
90,2501,2003,9205.0
90,2501,2004,9380.0
90,2501,2005,9576.0
90,2501,2006,9799.0
90,2501,2007,10047.0
90,2501,2008,10315.0
90,2501,2009,10593.0
90,2501,2010,10876.0
90,2501,2011,11162.0
175,2501,1961,642.0
175,2501,1962,648.0
175,2501,1963,652.0
175,2501,1964,656.0
175,2501,1965,659.0
175,2501,1966,662.0
175,2501,1967,664.0
175,2501,1968,667.0
175,2501,1969,673.0
175,2501,1970,683.0
175,2501,1971,699.0
175,2501,1972,719.0
175,2501,1973,741.0
175,2501,1974,762.0
175,2501,1975,778.0
175,2501,1976,789.0
175,2501,1977,797.0
175,2501,1978,802.0
175,2501,1979,808.0
175,2501,1980,818.0
175,2501,1981,832.0
175,2501,1982,849.0
175,2501,1983,869.0
175,2501,1984,890.0
175,2501,1985,910.0
175,2501,1986,931.0
175,2501,1987,952.0
175,2501,1988,973.0
175,2501,1989,995.0
175,2501,1990,1017.0
175,2501,1991,1041.0
175,2501,1992,1065.0
175,2501,1993,1089.0
175,2501,1994,1114.0
175,2501,1995,1140.0
175,2501,1996,1165.0
175,2501,1997,1192.0
175,2501,1998,1218.0
175,2501,1999,1246.0
175,2501,2000,1273.0
175,2501,2001,1302.0
175,2501,2002,1331.0
175,2501,2003,1361.0
175,2501,2004,1391.0
175,2501,2005,1422.0
175,2501,2006,1453.0
175,2501,2007,1484.0
175,2501,2008,1517.0
175,2501,2009,1551.0
175,2501,2010,1587.0
175,2501,2011,1624.0
91,2501,1961,576.0
91,2501,1962,592.0
91,2501,1963,608.0
91,2501,1964,624.0
91,2501,1965,641.0
91,2501,1966,658.0
91,2501,1967,676.0
91,2501,1968,693.0
91,2501,1969,708.0
91,2501,1970,721.0
91,2501,1971,730.0
91,2501,1972,736.0
91,2501,1973,740.0
91,2501,1974,744.0
91,2501,1975,749.0
91,2501,1976,755.0
91,2501,1977,763.0
91,2501,1978,770.0
91,2501,1979,775.0
91,2501,1980,777.0
91,2501,1981,776.0
91,2501,1982,772.0
91,2501,1983,766.0
91,2501,1984,759.0
91,2501,1985,752.0
91,2501,1986,745.0
91,2501,1987,739.0
91,2501,1988,733.0
91,2501,1989,728.0
91,2501,1990,725.0
91,2501,1991,723.0
91,2501,1992,723.0
91,2501,1993,724.0
91,2501,1994,726.0
91,2501,1995,728.0
91,2501,1996,731.0
91,2501,1997,734.0
91,2501,1998,738.0
91,2501,1999,741.0
91,2501,2000,744.0
91,2501,2001,748.0
91,2501,2002,751.0
91,2501,2003,754.0
91,2501,2004,757.0
91,2501,2005,761.0
91,2501,2006,765.0
91,2501,2007,770.0
91,2501,2008,776.0
91,2501,2009,781.0
91,2501,2010,786.0
91,2501,2011,791.0
93,2501,1961,3947.0
93,2501,1962,4026.0
93,2501,1963,4107.0
93,2501,1964,4190.0
93,2501,1965,4275.0
93,2501,1966,4362.0
93,2501,1967,4450.0
93,2501,1968,4539.0
93,2501,1969,4627.0
93,2501,1970,4713.0
93,2501,1971,4798.0
93,2501,1972,4881.0
93,2501,1973,4965.0
